50079,Shawn,87,79,89,68
50080,Elizabeth,87,67,94,92
50081,Lisa,76,67,83,85
50082,Carol,60,80,61,63
50083,Charles,85,65,99,100
50084,James,73,67,70,71
50085,Dennis,85,71,69,80
50086,Jennifer,91,76,71,72
50087,Yvette,99,95,83,89
50088,Robert,93,96,68,87
50089,William,89,75,60,80
50090,Patrick,95,78,95,73
50091,James,68,82,95,63
50092,Robert,98,73,73,77
50093,Jacob,79,92,79,76
50094,Natalie,78,79,73,96
50095,Victoria,100,98,89,85
50096,Natasha,86,76,84,93
50097,Thomas,87,89,93,98
50098,Derrick,100,93,85,61
50099,Kimberly,85,89,94,69
50100,Rhonda,87,73,98,91
50101,Abigail,96,80,100,61
50102,James,76,87,64,74
50103,Stephen,90,80,63,94
50104,Emma,65,60,100,91
50105,Cynthia,98,97,62,89
50106,Erin,91,80,97,89
50107,Benjamin,86,81,83,81
50108,Alexandra,91,93,72,61
50109,Phillip,78,69,82,60
50110,Joshua,76,89,89,83
50111,Erin,82,54,85,57
50112,Charles,45,85,94,76
50113,Kelsey,92,75,65,97
50114,Robert,43,65,91,75
50115,Robert,96,66,69,65
50116,Alyssa,78,71,50,55
50117,Beth,68,96,64,70
50118,Andrew,93,73,94,65
50119,Crystal,55,93,67,74
50120,Jordan,66,90,83,80
50121,Antonio,98,92,91,99
50122,Jacob,94,94,94,89
50123,Wendy,96,100,96,91
50124,Jennifer,69,62,82,89
50125,Lisa,77,95,98,69
50126,Brian,89,67,86,87
50127,Mario,96,67,80,83
50128,Amanda,82,70,80,70
50129,Michael,99,97,64,90
50130,Amanda,96,73,90,85
50131,Chelsea,95,82,66,63
50132,Tina,90,63,69,80
50133,Cory,88,52,53,56
50134,Christopher,87,62,87,96
50135,Joanne,62,83,84,75
50136,David,85,65,60,78
50137,Michelle,79,97,76,67
50138,Jessica,90,94,98,96
50139,Lawrence,97,71,82,80
50140,James,88,69,87,81
50141,Marc,71,85,77,89
50142,Cathy,70,99,79,96
50143,Adam,93,68,76,99
50144,Sherry,92,79,81,61
50145,Victor,83,72,68,94
50146,Mark,68,97,51,93
50147,Matthew,92,90,65,79
50148,Tanya,69,91,82,99
50149,Julie,76,72,72,65
50150,Courtney,86,92,79,73
50151,Stephen,41,57,97,56
50152,Elizabeth,91,100,84,72
50153,William,78,67,82,70
50154,Nancy,89,73,85,84
50155,Matthew,96,71,88,74
50156,Anita,66,99,85,90
50157,Brian,97,54,62,66
50158,Dennis,49,64,97,61
50159,Michael,88,66,96,82
50160,Ryan,92,64,77,61
50161,Anthony,96,66,92,88
50162,Troy,86,88,99,79
50163,Nicholas,86,100,100,96
50164,Denise,88,72,96,60
50165,Lisa,92,81,99,98
50166,Laura,87,76,71,65
50167,Amy,89,94,67,68
50168,Fernando,97,96,66,96
50169,Evan,100,62,67,97
50170,Rebecca,91,98,76,99
50171,Erica,81,87,65,85
50172,Rhonda,82,66,89,76
50173,John,100,96,75,68
50174,Amanda,65,100,80,83
50175,Jeremy,68,100,89,75
50176,John,97,92,95,75
50177,Traci,76,94,77,88
50178,Elizabeth,91,99,94,94
50179,Alex,85,73,89,73
50180,Christopher,68,69,86,87
50181,Jason,73,99,75,70
50182,Victoria,65,90,75,96
50183,Logan,46,79,75,86
50184,Rachel,92,84,85,77
50185,Jenny,69,78,69,70
50186,Joan,78,99,64,99
50187,Kimberly,92,62,86,97
50188,Steven,70,77,91,96
50189,Sonia,95,79,98,95
50190,Penny,99,82,93,83
50191,Mike,96,66,79,80
50192,Vanessa,85,90,85,74
50193,Adam,91,94,82,100
50194,Angelica,85,64,93,80
50195,Tiffany,94,73,61,68
50196,Mark,95,69,62,87
50197,Erica,69,90,83,70
50198,Karen,95,72,94,96
50199,Kathryn,94,88,65,88
50200,Anthony,82,81,100,81
50201,Jordan,99,73,91,91
50202,Jennifer,85,62,84,80
50203,Christina,100,87,60,92
50204,April,98,95,90,81
50205,Maxwell,97,78,81,67
50206,Matthew,99,86,68,94
50207,Robert,99,73,77,74
50208,Amanda,75,83,70,71
50209,Michele,63,80,99,78
50210,Tim,96,88,90,100
50211,Joe,91,73,86,73
50212,Trevor,52,58,60,97
50213,Melissa,99,71,80,82
50214,Tammy,84,62,92,74
50215,Chad,100,90,82,79
50216,Samantha,82,71,93,90
50217,Marie,75,88,65,80
50218,Theresa,66,71,94,72
50219,Joseph,99,88,72,76
50220,Charles,99,76,94,88
50221,Rachel,95,87,79,95
50222,Charles,99,61,75,68
50223,Steven,65,72,96,69
50224,Robert,85,55,74,71
50225,Vanessa,69,78,57,72
50226,Emily,75,76,88,65
50227,Angela,91,78,72,69
50228,Roberto,92,95,61,98
50229,Christopher,62,64,65,86
50230,William,87,91,98,94
50231,Lisa,97,88,87,61
50232,Catherine,97,92,79,88
50233,Keith,98,88,92,84
50234,Linda,96,67,88,95
50235,Michael,98,89,81,56
50236,Kyle,87,82,95,81
50237,Christopher,96,80,86,94
50238,John,82,74,77,95
50239,David,100,72,99,64
50240,Peter,91,81,91,76
50241,Douglas,87,62,85,64
50242,Heidi,75,95,84,87
50243,Jeremy,86,78,61,71
50244,Dustin,94,62,97,96
50245,Christopher,99,64,92,78
50246,Willie,84,91,94,66
50247,Robert,92,81,68,96
50248,Stacy,95,84,95,72
50249,Robert,90,88,94,99
50250,Holly,93,100,87,66
50251,Debra,69,63,88,73
50252,Vincent,97,80,80,65
50253,Karen,76,72,80,92
50254,Nathan,85,85,92,86
50255,Andrea,91,87,89,97
50256,Tracey,82,95,92,62
50257,Tammy,59,56,87,97
50258,Sheila,78,71,73,51
50259,Nathan,89,65,82,65
50260,Sarah,86,91,92,96
50261,Christopher,76,93,65,95
50262,Nicholas,79,68,63,72
50263,Jessica,91,96,77,76
50264,James,89,66,80,77
50265,Adam,97,94,81,97
50266,Patricia,100,86,74,96
50267,Whitney,96,68,87,96
50268,Rachel,94,64,100,71
50269,Melissa,98,68,80,75
50270,Jacob,53,71,98,95
50271,Melissa,44,64,58,66
50272,Kevin,85,70,73,95
50273,Anthony,51,91,67,79
50274,Randy,90,89,82,74
50275,Patrick,100,92,90,66
50276,Kim,95,73,61,91
50277,Robert,76,81,96,74
50278,Victoria,71,98,96,60
50279,Ricardo,95,60,87,71
50280,Brandi,92,88,76,93
50281,Jorge,82,95,96,100
50282,Benjamin,85,94,83,76
50283,Nancy,82,85,75,92
50284,Catherine,98,77,94,63
50285,Jacob,93,96,94,84
50286,Penny,84,97,60,100
50287,Anthony,81,95,76,60
50288,Angela,62,64,84,67
50289,Lisa,92,70,60,94
50290,Robin,64,93,61,61
50291,Cynthia,89,67,97,67
50292,Pamela,99,88,84,87
50293,Brenda,95,82,93,99
50294,Laura,72,92,67,100
50295,Julie,68,89,68,90
50296,Barbara,92,69,78,68
50297,Tracy,97,74,97,60
50298,Sarah,81,92,94,77
50299,Joseph,88,60,81,85
50300,Terry,76,82,70,72
50301,Heather,77,62,97,82
50302,Wanda,89,81,99,71
50303,Amanda,65,69,66,65
50304,Gina,82,55,76,63
50305,Sabrina,77,60,61,91
50306,Lauren,66,70,88,70
50307,Jessica,90,96,100,87
50308,Ashley,73,87,90,96
50309,Miranda,89,64,74,97
50310,Tracy,72,55,54,62
50311,Erik,87,90,89,88
50312,Tiffany,75,98,96,85
50313,Brandy,80,85,98,99
50314,Joel,85,87,87,90
50315,John,92,93,74,76
50316,Nancy,63,60,92,88
50317,Jody,99,99,87,80
50318,Steven,87,88,51,96
50319,Taylor,87,84,62,76
50320,David,90,75,71,64
50321,Kevin,94,83,99,100
50322,Andrea,86,76,81,83
50323,David,96,81,95,78
50324,Anthony,75,69,85,73
50325,Laura,74,92,81,79
50326,Steven,96,91,96,69
50327,Miranda,79,77,62,98
50328,Matthew,70,88,60,68
50329,Kenneth,79,91,62,87
50330,Sydney,91,65,86,66
50331,Carla,90,72,78,61
50332,Jeffrey,87,100,86,60
50333,Angela,69,99,78,85
50334,Brandon,66,99,50,62
50335,Kenneth,65,95,78,65
50336,Scott,83,81,88,82
50337,Cody,100,89,95,63
50338,Allen,85,70,78,66
50339,James,45,98,95,66
50340,Laura,73,75,94,82
50341,Donald,95,83,96,97
50342,Wayne,96,95,61,72
50343,Robert,94,72,96,93
50344,Melissa,92,69,69,60
50345,David,56,52,76,95
50346,Dawn,85,74,65,76
50347,Ricky,65,90,68,99
50348,Henry,64,81,95,87
50349,Christopher,100,88,94,67
50350,Aimee,76,64,64,60
50351,Tammy,97,76,91,76
50352,Ryan,95,98,98,83
50353,Samuel,85,64,90,94
50354,Joshua,86,91,96,60
50355,Sydney,100,58,58,100
50356,Christopher,65,77,66,100
50357,Brenda,71,81,99,74
50358,Diana,80,94,97,83
50359,Gary,91,76,96,77
50360,Kimberly,91,87,88,82
50361,Jeffrey,100,86,81,100
50362,Nicole,92,79,71,65
50363,Kristin,89,76,95,83
50364,Emily,93,92,92,76
50365,Francis,81,64,67,74
50366,Tracy,70,73,70,67
50367,Sheila,61,70,89,97
50368,Ashley,62,53,78,77
50369,Matthew,83,61,79,99
50370,Timothy,85,96,87,63
50371,Christine,83,55,87,74
50372,Julie,73,95,54,94
50373,William,61,65,73,78
50374,Kristen,77,72,81,63
50375,Chelsea,77,87,65,91
50376,Patrick,99,94,94,62
50377,Carla,73,69,94,78
50378,Casey,95,89,96,89
50379,Eric,94,79,92,100
50380,Tabitha,75,83,85,65
50381,Lance,66,83,77,91
50382,Melissa,91,79,89,74
50383,James,81,61,75,65
50384,Joseph,71,69,69,67
50385,Gene,77,94,97,77
50386,Patricia,91,87,93,85
50387,John,83,98,100,93
50388,Sara,75,51,70,84
50389,Jamie,86,96,68,71
50390,Steven,86,88,89,89
50391,Nicholas,85,67,60,82
50392,Cheryl,62,81,80,88
50393,Marc,100,65,67,61
50394,Timothy,79,86,97,60
50395,Courtney,99,97,68,85
50396,Samantha,46,65,97,100
50397,Francisco,85,97,88,61
50398,Denise,85,68,89,64
50399,Darrell,85,87,91,63
50400,Andrew,99,86,90,100
50401,Teresa,84,92,63,91
50402,Cory,85,72,87,72
50403,Douglas,100,79,92,92
50404,Deborah,86,61,68,91
50405,Autumn,79,70,71,95
50406,Paul,76,82,76,71
50407,Matthew,96,63,69,67
50408,Evan,100,77,75,74
50409,Cynthia,88,84,87,97
50410,Sandra,96,76,98,89
50411,Claudia,92,66,96,71
50412,Christopher,87,93,99,100
50413,David,95,82,74,87
50414,Joel,44,76,56,71
50415,Rhonda,78,89,68,63
50416,Melissa,95,78,93,85
50417,Matthew,57,56,53,75
50418,Austin,86,99,95,94
50419,Jennifer,92,97,100,91
50420,Patricia,69,69,84,100
50421,Sandra,91,62,75,60
50422,Jasmine,79,79,97,78
50423,Jeffrey,93,96,80,64
50424,Jason,90,79,90,73
50425,Christopher,99,68,100,95
50426,Monique,90,69,81,92
50427,Jill,71,84,66,75
50428,Jennifer,98,93,67,74
50429,David,94,99,83,94
50430,Cheryl,92,89,79,76
50431,Nathan,100,96,74,61
50432,Patrick,48,55,86,51
50433,Christian,63,87,71,68
50434,Clinton,89,83,89,91
50435,Adriana,88,90,93,81
50436,Jeremy,98,87,67,97
50437,Caitlin,92,86,88,75
50438,Andrew,80,60,100,99
50439,Rodney,92,63,91,65
50440,Megan,82,95,68,64
50441,Mathew,84,74,74,75
50442,Tammie,61,70,65,67
50443,James,99,87,98,76
50444,Michelle,83,69,90,78
50445,Rhonda,56,90,95,59
50446,Matthew,65,64,52,56
50447,Joseph,94,61,77,73
50448,Jessica,90,96,73,89
50449,Susan,94,82,81,90
50450,Lori,89,87,63,83
50451,Ryan,89,67,68,93
50452,Nicholas,88,98,87,85
50453,Joseph,76,94,90,75
50454,Daniel,88,78,84,96
50455,Harold,88,76,80,72
50456,Lance,54,88,82,89
50457,Jill,87,87,76,67
50458,Crystal,95,73,79,81
50459,Susan,72,72,68,81
50460,Brenda,95,76,70,89
50461,Samuel,91,97,86,77
50462,Taylor,79,81,63,79
50463,Kimberly,80,71,94,92
50464,Brad,86,90,88,73
50465,Clayton,88,88,90,67
50466,Richard,83,95,86,80
50467,Antonio,84,84,80,97
50468,Margaret,85,82,81,85
50469,Michael,91,85,96,83
50470,Allen,83,71,94,60
50471,Stephanie,97,93,99,98
50472,Sharon,63,68,92,73
50473,Marco,92,98,90,82
50474,Victor,78,78,64,94
50475,Christina,78,90,69,100
50476,Jerry,89,60,93,79
50477,Madison,53,87,100,84
50478,Douglas,63,84,60,85
50479,Manuel,100,98,71,100
50480,Janet,79,54,81,87
50481,Teresa,93,77,71,62
50482,Anthony,97,88,67,72
50483,Julie,76,82,93,98
50484,Maria,84,83,80,91
50485,Selena,56,96,65,61
50486,Whitney,97,89,94,91
50487,Brenda,67,60,97,53
50488,Angela,97,93,64,74
50489,Erica,100,67,50,78
50490,Kelly,83,61,76,75
50491,Michael,85,63,83,83
50492,Tammy,100,96,97,64
50493,Steven,92,98,99,86
50494,Matthew,88,98,65,68
50495,Stephen,95,82,62,76
50496,Victoria,76,81,84,80
50497,Thomas,79,93,72,97
50498,Mark,93,70,84,68
50499,Katelyn,79,96,78,90
50500,Corey,98,99,72,100
50501,Susan,93,99,81,67
50502,John,91,79,78,95
50503,Kendra,86,99,77,61
50504,Tamara,81,80,85,93
50505,Sara,97,94,94,83
50506,Morgan,90,95,89,93
50507,Eric,90,91,62,82
50508,Paul,82,92,95,61
50509,Dale,91,94,89,74
50510,Sandra,70,94,67,74
50511,Dawn,60,75,70,96
50512,Emily,85,96,99,94
50513,John,82,85,72,69
50514,Andrew,83,79,92,69
50515,Holly,96,88,100,95
50516,Alicia,85,87,78,72
50517,Erin,95,61,84,98
50518,Todd,97,92,87,61
50519,Melinda,95,69,91,97
50520,Cynthia,69,98,77,63
50521,Jenny,84,55,65,62
50522,Angela,92,100,100,98
50523,William,87,95,78,82
50524,Michael,97,87,90,70
50525,Erin,92,96,77,95
50526,Robert,72,91,68,79
50527,Deborah,50,55,96,72
50528,Diana,97,96,93,94
50529,Meredith,89,77,69,72
50530,Christina,77,76,90,95
50531,Daniel,91,89,66,69
50532,Bradley,64,92,70,81
50533,Phyllis,71,87,63,73
50534,Thomas,56,79,74,66
50535,Gregory,87,70,98,64
50536,Michelle,99,69,85,91
50537,Christopher,98,88,76,72
50538,Mark,87,83,74,61
50539,Lauren,88,96,90,92
50540,Michelle,71,52,53,64
50541,Scott,96,90,91,95
50542,Monica,81,95,99,65
50543,Kathryn,94,92,63,84
50544,Christina,94,87,98,90
50545,Andrew,98,87,75,63
50546,Holly,100,58,54,97
50547,Christopher,66,89,65,99
50548,Eric,94,99,97,94
50549,Kristina,83,90,93,89
50550,Greg,92,54,50,88
50551,Paul,93,100,90,94
50552,Alexander,69,92,84,98
50553,Carla,94,71,63,73
50554,Chelsea,100,92,95,90
50555,Justin,96,92,98,100
50556,Charles,76,87,99,69
50557,Courtney,77,62,94,65
50558,Justin,84,67,79,60
50559,Bruce,95,61,68,75
50560,Christopher,90,64,94,84
50561,Theodore,96,89,73,75
50562,Jennifer,80,81,92,73
50563,Alexandra,87,83,75,73
50564,John,94,75,91,64
50565,Sherry,87,82,88,100
50566,Douglas,95,97,88,77
50567,Alex,85,96,82,64
50568,Brandon,67,65,77,72
50569,Wayne,84,100,92,82
50570,Pamela,83,88,90,100
50571,Michael,67,78,68,51
50572,Carlos,75,92,72,88
50573,Antonio,67,76,70,73
50574,Terry,67,54,51,72
50575,Rita,72,91,78,97
50576,Joseph,78,98,76,68
50577,Alexandra,85,87,92,96
50578,Tina,100,70,69,61
50579,Christopher,56,59,89,68
50580,Christina,93,75,83,99
50581,Jessica,89,91,85,69
50582,Tyler,59,88,74,92
50583,Lindsay,99,70,74,65
50584,Gary,89,89,85,74
50585,Luke,86,63,78,78
50586,Tanya,79,65,91,65
50587,Bryan,96,89,91,90
50588,Melanie,95,90,85,90
50589,Eric,96,85,90,95
50590,Meredith,95,80,64,97
50591,David,80,62,84,95
50592,William,86,70,73,85
50593,Eric,42,95,99,61
50594,Wendy,80,93,93,94
50595,Timothy,79,97,100,94
50596,Victoria,43,63,91,67
50597,Jeremy,58,84,95,66
50598,Barbara,86,73,83,93
50599,Lindsay,96,91,97,84
50600,Gary,91,88,98,89
50601,Michelle,85,62,77,62
50602,Susan,87,91,93,92
50603,Tammy,60,91,85,67
50604,Jennifer,76,85,67,60
50605,Kelly,84,89,74,79
50606,Brittany,87,94,74,84
50607,Samantha,82,79,64,75
50608,Christopher,64,61,73,70
50609,William,77,80,88,84
50610,Courtney,86,82,90,69
50611,Kevin,81,84,76,88
50612,Melissa,91,90,92,78
50613,Elizabeth,72,99,61,67
50614,Mary,80,70,80,96
50615,Joshua,90,89,98,70
50616,Joshua,72,51,52,98
50617,Travis,93,85,89,93
50618,Kenneth,95,85,90,94
50619,Ryan,86,93,89,90
50620,Gina,89,55,89,67
50621,David,90,75,67,85
50622,William,79,95,81,67
50623,Judy,86,88,98,66
50624,Logan,83,78,68,72
50625,Kyle,85,92,62,95
50626,Mark,66,78,86,87
50627,Eugene,93,80,60,62
50628,Sean,65,89,79,95
50629,Christine,52,66,98,83
50630,Melinda,90,80,84,70
50631,Elizabeth,83,89,99,100
50632,Walter,62,89,72,68
50633,Lisa,98,72,99,84
50634,Douglas,76,75,74,67
50635,Heather,97,62,98,70
50636,Melinda,63,60,95,99
50637,Alexander,98,99,64,88
50638,Maria,78,84,84,61
50639,Lindsey,85,77,89,77
50640,Darryl,59,100,84,93
50641,Bethany,99,77,88,60
50642,Tyler,76,62,86,80
50643,Patricia,80,90,85,89
50644,Ryan,82,74,92,50
50645,Levi,89,64,72,61
50646,Michael,89,79,75,80
50647,April,86,89,94,95
50648,Steven,65,76,92,86
50649,Chelsea,77,95,77,84
50650,Emily,88,85,68,62
50651,Rachel,98,77,94,87
50652,Philip,84,86,90,80
50653,Laura,91,85,66,83
50654,Pamela,97,95,94,90
50655,Nicole,77,88,63,87
50656,Jeffery,100,84,93,96
50657,Christopher,93,70,62,99
50658,Tara,93,99,79,78
50659,Lisa,94,89,74,75
50660,Elizabeth,88,86,79,93
50661,Samuel,93,95,94,70
50662,Xavier,83,75,84,68
50663,Lauren,96,93,100,96
50664,Amanda,87,88,93,88
50665,Donald,95,82,84,69
50666,Phillip,87,87,86,84
50667,John,43,95,64,95
50668,Katherine,40,100,88,79
50669,Jose,64,70,98,82
50670,Lauren,72,79,95,68
50671,Katie,77,96,86,84
50672,Michelle,40,86,53,63
50673,Jeremiah,100,89,90,96
50674,Isaac,89,93,95,88
50675,Hannah,97,74,76,72
50676,Thomas,100,77,74,61
50677,William,81,88,85,89
50678,Jennifer,100,91,53,78
50679,Jeffrey,80,65,96,73
50680,Zachary,79,88,83,84
50681,Curtis,96,64,100,87
50682,Allison,95,81,91,62
50683,Jeffery,86,68,65,64
50684,Kenneth,86,97,72,90
50685,Hayley,87,68,66,83
50686,Vanessa,94,87,100,90
50687,Tara,88,71,87,85
50688,Aaron,88,69,76,64
50689,Phillip,76,61,68,88
50690,Michael,84,66,99,80
50691,Alex,96,77,91,85
50692,Ross,57,75,64,85
50693,Lisa,93,79,82,67
50694,Richard,88,84,61,61
50695,Jackson,89,99,86,97
50696,Michael,80,88,94,94
50697,Daniel,94,92,61,87
50698,James,99,74,98,69
50699,Dennis,81,72,87,62
50700,Gregory,91,61,95,82
50701,Barbara,71,100,99,95
50702,Andrea,61,66,78,79
50703,Robert,87,89,60,66
50704,Autumn,93,69,79,78
50705,Richard,92,88,87,98
50706,Anthony,96,87,99,65
50707,Julian,83,75,77,61
50708,Melinda,78,84,79,96
50709,James,82,74,84,74
50710,Alejandra,94,91,68,61
50711,Susan,93,73,97,89
50712,Sharon,80,95,98,95
50713,Leah,55,99,71,94
50714,Maria,94,71,83,76
50715,Kelly,72,72,85,90
50716,Michael,98,89,75,68
50717,Alyssa,71,98,66,65
50718,Kelly,99,95,89,90
50719,Ryan,97,67,86,95
50720,Maria,85,64,99,93
50721,Mark,100,88,98,90
50722,William,89,63,73,83
50723,Jake,76,87,63,92
50724,Theresa,100,68,80,75
50725,Ashley,77,99,99,76
50726,Ann,85,86,84,81
50727,Curtis,70,83,63,86
50728,Debra,76,83,90,68
50729,Linda,75,82,89,65
50730,Justin,97,65,96,87
50731,Jose,72,81,61,73
50732,Larry,84,69,68,92
50733,Austin,84,94,65,74
50734,Michael,94,87,99,99
50735,Beth,80,91,100,87
50736,Tracie,87,98,79,87
50737,Brandi,93,94,87,92
50738,Carla,87,69,96,61
50739,Thomas,64,51,70,94
50740,Nicholas,96,73,91,71
50741,Breanna,97,62,93,80
50742,Angie,62,79,75,65
50743,William,97,79,96,94
50744,Joshua,85,100,90,93
50745,Thomas,68,95,66,65
50746,Sarah,45,68,99,91
50747,Jeffery,86,79,86,73
50748,Ashley,97,94,73,98
50749,Adam,93,67,65,61
50750,David,85,93,75,72
50751,Angela,88,88,98,92
50752,Eric,100,67,98,71
50753,Angel,93,74,88,92
50754,Lisa,70,63,73,97
50755,Nicole,82,67,94,88
50756,Annette,41,76,94,93
50757,Ian,94,74,74,89
50758,Kari,67,69,75,94
50759,Mary,89,75,64,81
50760,Raymond,82,82,100,93
50761,Christopher,96,79,93,92
50762,Jacqueline,94,84,84,89
50763,Jesse,84,65,83,99
50764,Teresa,87,98,97,70
50765,Michael,90,93,66,77
50766,April,86,81,91,83
50767,Troy,48,72,64,65
50768,Martha,49,59,99,59
50769,William,90,83,72,77
50770,Cheryl,40,51,93,100
50771,Diane,78,81,71,91
50772,Brian,87,68,75,96
50773,Heather,79,81,68,70
50774,Pamela,100,100,94,83
50775,Betty,71,72,65,65
50776,Heather,77,64,69,60
50777,Ebony,83,84,96,96
50778,Sean,96,79,80,71
50779,Todd,91,96,100,95
50780,Julia,71,69,95,83
50781,Mary,84,80,75,63
50782,Jimmy,91,61,61,85
50783,Henry,59,65,72,60
50784,Peter,89,90,91,95
50785,Robert,81,92,68,93
50786,Matthew,77,84,86,97
50787,Tyler,72,58,73,57
50788,Brittney,91,63,78,93
50789,Tracy,88,100,94,91
50790,Gregory,94,88,99,92
50791,Caroline,67,72,98,65
50792,Kelly,88,86,82,89
50793,Stacey,67,67,62,80
50794,Craig,95,87,96,97
50795,Earl,96,91,78,94
50796,Lisa,87,99,99,100
50797,Michael,85,88,85,92
50798,Jerry,88,85,100,68
50799,Matthew,94,68,72,99
50800,Mary,67,100,77,85
50801,Jessica,92,63,99,77
50802,Tiffany,76,75,60,77
50803,Mary,86,75,96,62
50804,Maria,94,94,86,62
50805,Erin,100,85,62,62
50806,Kendra,74,84,71,93
50807,Anthony,99,98,70,73
50808,Molly,66,97,72,98
50809,Brianna,99,96,100,95
50810,John,97,76,99,85
50811,Steven,81,71,76,95
50812,Tina,95,88,62,85
50813,Luis,55,69,53,75
50814,Jeffrey,50,62,97,90
50815,Jeffrey,98,84,90,83
50816,Jennifer,88,67,71,85
50817,Judy,87,99,92,85
50818,Henry,73,74,94,76
50819,Steven,46,71,60,50
50820,Rebecca,88,82,90,94
50821,James,95,62,68,64
50822,Heather,73,71,60,70
50823,Alexis,70,88,100,91
50824,Ryan,84,100,99,94
50825,Brent,88,60,87,90
50826,Thomas,66,65,82,96
50827,Kevin,46,54,93,57
50828,Patrick,71,92,60,73
50829,Christopher,76,77,99,87
50830,Cassandra,78,95,66,70
50831,Christian,100,54,70,58
50832,Brittany,73,97,87,93
50833,James,96,63,85,77
50834,Alexander,82,84,93,70
50835,Andrew,81,91,71,79
50836,Bobby,97,80,67,71
50837,Mary,92,65,95,60
50838,Andrew,81,77,92,97
50839,Melanie,99,69,71,84
50840,Randy,97,100,87,90
50841,David,80,87,94,68
50842,Jennifer,88,62,91,83
50843,Shannon,95,72,99,67
50844,Stephanie,90,81,69,70
50845,Keith,77,89,50,82
50846,Robert,82,69,91,95
50847,Matthew,90,74,88,97
50848,Heather,94,90,81,82
50849,Lee,87,84,76,87
50850,Jessica,86,66,88,98
50851,Holly,84,85,83,69
50852,James,86,63,85,64
50853,William,70,66,98,96
50854,Lisa,87,94,72,93
50855,Kevin,47,78,75,62
50856,Benjamin,96,63,77,93
50857,Sarah,54,93,96,59
50858,Elizabeth,59,100,64,68
50859,Deborah,92,99,93,82
50860,Michael,100,62,78,74
50861,Brian,92,81,84,84
50862,Anthony,75,66,91,73
50863,Melinda,93,74,63,97
50864,Andre,100,96,67,63
50865,Vanessa,80,84,67,96
50866,Stephanie,100,92,66,96
50867,Timothy,52,65,74,71
50868,Carol,95,69,91,67
50869,Justin,100,67,100,65
50870,George,96,73,90,84
50871,Ashley,60,67,94,74
50872,Patricia,51,98,90,54
50873,David,85,100,93,64
50874,Cody,76,86,68,83
50875,Joseph,92,63,87,92
50876,Adam,90,89,95,73
50877,Brian,73,53,68,60
50878,Melissa,90,89,92,93
50879,Lori,87,87,86,91
50880,Jessica,93,96,70,92
50881,Sharon,75,91,68,86
50882,Nicole,96,100,99,82
50883,Alison,63,75,68,63
50884,Alexander,85,90,89,98
50885,Bryan,93,61,65,77
50886,Nicole,60,92,82,65
50887,Christopher,95,91,63,83
50888,Lawrence,61,73,76,51
50889,Rebecca,97,81,65,70
50890,John,90,64,91,93
50891,Sandra,90,100,80,66
50892,Andrew,85,74,68,68
50893,Elizabeth,82,87,98,73
50894,Scott,95,88,66,72
50895,Joseph,95,96,66,68
