30134,Christopher,87,62,87,96
30135,Joanne,62,83,84,75
30136,David,85,65,60,78
30137,Michelle,79,97,76,67
30138,Jessica,90,94,98,96
30139,Lawrence,97,71,82,80
30140,James,88,69,87,81
30141,Marc,71,85,77,89
30142,Cathy,70,99,79,96
30143,Adam,93,68,76,99
30144,Sherry,92,79,81,61
30145,Victor,83,72,68,94
30146,Mark,68,97,51,93
30147,Matthew,92,90,65,79
30148,Tanya,69,91,82,99
30149,Julie,76,72,72,65
30150,Courtney,86,92,79,73
30151,Stephen,41,57,97,56
30152,Elizabeth,91,100,84,72
30153,William,78,67,82,70
30154,Nancy,89,73,85,84
30155,Matthew,96,71,88,74
30156,Anita,66,99,85,90
30157,Brian,97,54,62,66
30158,Dennis,49,64,97,61
30159,Michael,88,66,96,82
30160,Ryan,92,64,77,61
30161,Anthony,96,66,92,88
30162,Troy,86,88,99,79
30163,Nicholas,86,100,100,96
30164,Denise,88,72,96,60
30165,Lisa,92,81,99,98
30166,Laura,87,76,71,65
30167,Amy,89,94,67,68
30168,Fernando,97,96,66,96
30169,Evan,100,62,67,97
30170,Rebecca,91,98,76,99
30171,Erica,81,87,65,85
30172,Rhonda,82,66,89,76
30173,John,100,96,75,68
30174,Amanda,65,100,80,83
30175,Jeremy,68,100,89,75
30176,John,97,92,95,75
30177,Traci,76,94,77,88
30178,Elizabeth,91,99,94,94
30179,Alex,85,73,89,73
30180,Christopher,68,69,86,87
30181,Jason,73,99,75,70
30182,Victoria,65,90,75,96
30183,Logan,46,79,75,86
30184,Rachel,92,84,85,77
30185,Jenny,69,78,69,70
30186,Joan,78,99,64,99
30187,Kimberly,92,62,86,97
30188,Steven,70,77,91,96
30189,Sonia,95,79,98,95
30190,Penny,99,82,93,83
30191,Mike,96,66,79,80
30192,Vanessa,85,90,85,74
30193,Adam,91,94,82,100
30194,Angelica,85,64,93,80
30195,Tiffany,94,73,61,68
30196,Mark,95,69,62,87
30197,Erica,69,90,83,70
30198,Karen,95,72,94,96
30199,Kathryn,94,88,65,88
30200,Anthony,82,81,100,81
30201,Jordan,99,73,91,91
30202,Jennifer,85,62,84,80
30203,Christina,100,87,60,92
30204,April,98,95,90,81
30205,Maxwell,97,78,81,67
30206,Matthew,99,86,68,94
30207,Robert,99,73,77,74
30208,Amanda,75,83,70,71
30209,Michele,63,80,99,78
30210,Tim,96,88,90,100
30211,Joe,91,73,86,73
30212,Trevor,52,58,60,97
30213,Melissa,99,71,80,82
30214,Tammy,84,62,92,74
30215,Chad,100,90,82,79
30216,Samantha,82,71,93,90
30217,Marie,75,88,65,80
30218,Theresa,66,71,94,72
30219,Joseph,99,88,72,76
30220,Charles,99,76,94,88
30221,Rachel,95,87,79,95
30222,Charles,99,61,75,68
30223,Steven,65,72,96,69
30224,Robert,85,55,74,71
30225,Vanessa,69,78,57,72
30226,Emily,75,76,88,65
30227,Angela,91,78,72,69
30228,Roberto,92,95,61,98
30229,Christopher,62,64,65,86
30230,William,87,91,98,94
30231,Lisa,97,88,87,61
30232,Catherine,97,92,79,88
30233,Keith,98,88,92,84
30234,Linda,96,67,88,95
30235,Michael,98,89,81,56
30236,Kyle,87,82,95,81
30237,Christopher,96,80,86,94
30238,John,82,74,77,95
30239,David,100,72,99,64
30240,Peter,91,81,91,76
30241,Douglas,87,62,85,64
30242,Heidi,75,95,84,87
30243,Jeremy,86,78,61,71
30244,Dustin,94,62,97,96
30245,Christopher,99,64,92,78
30246,Willie,84,91,94,66
30247,Robert,92,81,68,96
30248,Stacy,95,84,95,72
30249,Robert,90,88,94,99
30250,Holly,93,100,87,66
30251,Debra,69,63,88,73
30252,Vincent,97,80,80,65
30253,Karen,76,72,80,92
30254,Nathan,85,85,92,86
30255,Andrea,91,87,89,97
30256,Tracey,82,95,92,62
30257,Tammy,59,56,87,97
30258,Sheila,78,71,73,51
30259,Nathan,89,65,82,65
30260,Sarah,86,91,92,96
30261,Christopher,76,93,65,95
30262,Nicholas,79,68,63,72
30263,Jessica,91,96,77,76
30264,James,89,66,80,77
30265,Adam,97,94,81,97
30266,Patricia,100,86,74,96
30267,Whitney,96,68,87,96
30268,Rachel,94,64,100,71
30269,Melissa,98,68,80,75
30270,Jacob,53,71,98,95
30271,Melissa,44,64,58,66
30272,Kevin,85,70,73,95
30273,Anthony,51,91,67,79
30274,Randy,90,89,82,74
30275,Patrick,100,92,90,66
30276,Kim,95,73,61,91
30277,Robert,76,81,96,74
30278,Victoria,71,98,96,60
30279,Ricardo,95,60,87,71
30280,Brandi,92,88,76,93
30281,Jorge,82,95,96,100
30282,Benjamin,85,94,83,76
30283,Nancy,82,85,75,92
30284,Catherine,98,77,94,63
30285,Jacob,93,96,94,84
30286,Penny,84,97,60,100
30287,Anthony,81,95,76,60
30288,Angela,62,64,84,67
30289,Lisa,92,70,60,94
30290,Robin,64,93,61,61
30291,Cynthia,89,67,97,67
30292,Pamela,99,88,84,87
30293,Brenda,95,82,93,99
30294,Laura,72,92,67,100
30295,Julie,68,89,68,90
30296,Barbara,92,69,78,68
30297,Tracy,97,74,97,60
30298,Sarah,81,92,94,77
30299,Joseph,88,60,81,85
30300,Terry,76,82,70,72
30301,Heather,77,62,97,82
30302,Wanda,89,81,99,71
30303,Amanda,65,69,66,65
30304,Gina,82,55,76,63
30305,Sabrina,77,60,61,91
30306,Lauren,66,70,88,70
30307,Jessica,90,96,100,87
30308,Ashley,73,87,90,96
30309,Miranda,89,64,74,97
30310,Tracy,72,55,54,62
30311,Erik,87,90,89,88
30312,Tiffany,75,98,96,85
30313,Brandy,80,85,98,99
30314,Joel,85,87,87,90
30315,John,92,93,74,76
30316,Nancy,63,60,92,88
30317,Jody,99,99,87,80
30318,Steven,87,88,51,96
30319,Taylor,87,84,62,76
30320,David,90,75,71,64
30321,Kevin,94,83,99,100
30322,Andrea,86,76,81,83
30323,David,96,81,95,78
30324,Anthony,75,69,85,73
30325,Laura,74,92,81,79
30326,Steven,96,91,96,69
30327,Miranda,79,77,62,98
30328,Matthew,70,88,60,68
30329,Kenneth,79,91,62,87
30330,Sydney,91,65,86,66
30331,Carla,90,72,78,61
30332,Jeffrey,87,100,86,60
30333,Angela,69,99,78,85
30334,Brandon,66,99,50,62
30335,Kenneth,65,95,78,65
30336,Scott,83,81,88,82
30337,Cody,100,89,95,63
30338,Allen,85,70,78,66
30339,James,45,98,95,66
30340,Laura,73,75,94,82
30341,Donald,95,83,96,97
30342,Wayne,96,95,61,72
30343,Robert,94,72,96,93
30344,Melissa,92,69,69,60
30345,David,56,52,76,95
30346,Dawn,85,74,65,76
30347,Ricky,65,90,68,99
30348,Henry,64,81,95,87
30349,Christopher,100,88,94,67
30350,Aimee,76,64,64,60
30351,Tammy,97,76,91,76
30352,Ryan,95,98,98,83
30353,Samuel,85,64,90,94
30354,Joshua,86,91,96,60
30355,Sydney,100,58,58,100
30356,Christopher,65,77,66,100
30357,Brenda,71,81,99,74
30358,Diana,80,94,97,83
30359,Gary,91,76,96,77
30360,Kimberly,91,87,88,82
30361,Jeffrey,100,86,81,100
30362,Nicole,92,79,71,65
30363,Kristin,89,76,95,83
30364,Emily,93,92,92,76
30365,Francis,81,64,67,74
30366,Tracy,70,73,70,67
30367,Sheila,61,70,89,97
30368,Ashley,62,53,78,77
30369,Matthew,83,61,79,99
30370,Timothy,85,96,87,63
30371,Christine,83,55,87,74
30372,Julie,73,95,54,94
30373,William,61,65,73,78
30374,Kristen,77,72,81,63
30375,Chelsea,77,87,65,91
30376,Patrick,99,94,94,62
30377,Carla,73,69,94,78
30378,Casey,95,89,96,89
30379,Eric,94,79,92,100
30380,Tabitha,75,83,85,65
30381,Lance,66,83,77,91
30382,Melissa,91,79,89,74
30383,James,81,61,75,65
30384,Joseph,71,69,69,67
30385,Gene,77,94,97,77
30386,Patricia,91,87,93,85
30387,John,83,98,100,93
30388,Sara,75,51,70,84
30389,Jamie,86,96,68,71
30390,Steven,86,88,89,89
30391,Nicholas,85,67,60,82
30392,Cheryl,62,81,80,88
30393,Marc,100,65,67,61
30394,Timothy,79,86,97,60
30395,Courtney,99,97,68,85
30396,Samantha,46,65,97,100
30397,Francisco,85,97,88,61
30398,Denise,85,68,89,64
30399,Darrell,85,87,91,63
30400,Andrew,99,86,90,100
30401,Teresa,84,92,63,91
30402,Cory,85,72,87,72
30403,Douglas,100,79,92,92
30404,Deborah,86,61,68,91
30405,Autumn,79,70,71,95
30406,Paul,76,82,76,71
30407,Matthew,96,63,69,67
30408,Evan,100,77,75,74
30409,Cynthia,88,84,87,97
30410,Sandra,96,76,98,89
30411,Claudia,92,66,96,71
30412,Christopher,87,93,99,100
30413,David,95,82,74,87
30414,Joel,44,76,56,71
30415,Rhonda,78,89,68,63
30416,Melissa,95,78,93,85
30417,Matthew,57,56,53,75
30418,Austin,86,99,95,94
30419,Jennifer,92,97,100,91
30420,Patricia,69,69,84,100
30421,Sandra,91,62,75,60
30422,Jasmine,79,79,97,78
30423,Jeffrey,93,96,80,64
30424,Jason,90,79,90,73
30425,Christopher,99,68,100,95
30426,Monique,90,69,81,92
30427,Jill,71,84,66,75
30428,Jennifer,98,93,67,74
30429,David,94,99,83,94
30430,Cheryl,92,89,79,76
30431,Nathan,100,96,74,61
30432,Patrick,48,55,86,51
30433,Christian,63,87,71,68
30434,Clinton,89,83,89,91
30435,Adriana,88,90,93,81
30436,Jeremy,98,87,67,97
30437,Caitlin,92,86,88,75
30438,Andrew,80,60,100,99
30439,Rodney,92,63,91,65
30440,Megan,82,95,68,64
30441,Mathew,84,74,74,75
30442,Tammie,61,70,65,67
30443,James,99,87,98,76
30444,Michelle,83,69,90,78
30445,Rhonda,56,90,95,59
30446,Matthew,65,64,52,56
30447,Joseph,94,61,77,73
30448,Jessica,90,96,73,89
30449,Susan,94,82,81,90
30450,Lori,89,87,63,83
30451,Ryan,89,67,68,93
30452,Nicholas,88,98,87,85
30453,Joseph,76,94,90,75
30454,Daniel,88,78,84,96
30455,Harold,88,76,80,72
30456,Lance,54,88,82,89
30457,Jill,87,87,76,67
30458,Crystal,95,73,79,81
30459,Susan,72,72,68,81
30460,Brenda,95,76,70,89
30461,Samuel,91,97,86,77
30462,Taylor,79,81,63,79
30463,Kimberly,80,71,94,92
30464,Brad,86,90,88,73
30465,Clayton,88,88,90,67
30466,Richard,83,95,86,80
30467,Antonio,84,84,80,97
30468,Margaret,85,82,81,85
30469,Michael,91,85,96,83
30470,Allen,83,71,94,60
30471,Stephanie,97,93,99,98
30472,Sharon,63,68,92,73
30473,Marco,92,98,90,82
30474,Victor,78,78,64,94
30475,Christina,78,90,69,100
30476,Jerry,89,60,93,79
30477,Madison,53,87,100,84
30478,Douglas,63,84,60,85
30479,Manuel,100,98,71,100
30480,Janet,79,54,81,87
30481,Teresa,93,77,71,62
30482,Anthony,97,88,67,72
30483,Julie,76,82,93,98
30484,Maria,84,83,80,91
30485,Selena,56,96,65,61
30486,Whitney,97,89,94,91
30487,Brenda,67,60,97,53
30488,Angela,97,93,64,74
30489,Erica,100,67,50,78
30490,Kelly,83,61,76,75
30491,Michael,85,63,83,83
30492,Tammy,100,96,97,64
30493,Steven,92,98,99,86
30494,Matthew,88,98,65,68
30495,Stephen,95,82,62,76
30496,Victoria,76,81,84,80
30497,Thomas,79,93,72,97
30498,Mark,93,70,84,68
30499,Katelyn,79,96,78,90
30500,Corey,98,99,72,100
30501,Susan,93,99,81,67
30502,John,91,79,78,95
30503,Kendra,86,99,77,61
30504,Tamara,81,80,85,93
30505,Sara,97,94,94,83
30506,Morgan,90,95,89,93
30507,Eric,90,91,62,82
30508,Paul,82,92,95,61
30509,Dale,91,94,89,74
30510,Sandra,70,94,67,74
30511,Dawn,60,75,70,96
30512,Emily,85,96,99,94
30513,John,82,85,72,69
30514,Andrew,83,79,92,69
30515,Holly,96,88,100,95
30516,Alicia,85,87,78,72
30517,Erin,95,61,84,98
30518,Todd,97,92,87,61
30519,Melinda,95,69,91,97
30520,Cynthia,69,98,77,63
30521,Jenny,84,55,65,62
30522,Angela,92,100,100,98
30523,William,87,95,78,82
30524,Michael,97,87,90,70
30525,Erin,92,96,77,95
30526,Robert,72,91,68,79
30527,Deborah,50,55,96,72
30528,Diana,97,96,93,94
30529,Meredith,89,77,69,72
30530,Christina,77,76,90,95
30531,Daniel,91,89,66,69
30532,Bradley,64,92,70,81
30533,Phyllis,71,87,63,73
30534,Thomas,56,79,74,66
30535,Gregory,87,70,98,64
30536,Michelle,99,69,85,91
30537,Christopher,98,88,76,72
30538,Mark,87,83,74,61
30539,Lauren,88,96,90,92
30540,Michelle,71,52,53,64
30541,Scott,96,90,91,95
30542,Monica,81,95,99,65
30543,Kathryn,94,92,63,84
30544,Christina,94,87,98,90
30545,Andrew,98,87,75,63
30546,Holly,100,58,54,97
30547,Christopher,66,89,65,99
30548,Eric,94,99,97,94
30549,Kristina,83,90,93,89
30550,Greg,92,54,50,88
30551,Paul,93,100,90,94
30552,Alexander,69,92,84,98
30553,Carla,94,71,63,73
30554,Chelsea,100,92,95,90
30555,Justin,96,92,98,100
30556,Charles,76,87,99,69
30557,Courtney,77,62,94,65
30558,Justin,84,67,79,60
30559,Bruce,95,61,68,75
30560,Christopher,90,64,94,84
30561,Theodore,96,89,73,75
30562,Jennifer,80,81,92,73
30563,Alexandra,87,83,75,73
30564,John,94,75,91,64
30565,Sherry,87,82,88,100
30566,Douglas,95,97,88,77
30567,Alex,85,96,82,64
30568,Brandon,67,65,77,72
30569,Wayne,84,100,92,82
30570,Pamela,83,88,90,100
30571,Michael,67,78,68,51
30572,Carlos,75,92,72,88
30573,Antonio,67,76,70,73
30574,Terry,67,54,51,72
30575,Rita,72,91,78,97
30576,Joseph,78,98,76,68
30577,Alexandra,85,87,92,96
30578,Tina,100,70,69,61
30579,Christopher,56,59,89,68
30580,Christina,93,75,83,99
30581,Jessica,89,91,85,69
30582,Tyler,59,88,74,92
30583,Lindsay,99,70,74,65
30584,Gary,89,89,85,74
30585,Luke,86,63,78,78
30586,Tanya,79,65,91,65
30587,Bryan,96,89,91,90
30588,Melanie,95,90,85,90
30589,Eric,96,85,90,95
30590,Meredith,95,80,64,97
30591,David,80,62,84,95
30592,William,86,70,73,85
30593,Eric,42,95,99,61
30594,Wendy,80,93,93,94
30595,Timothy,79,97,100,94
30596,Victoria,43,63,91,67
30597,Jeremy,58,84,95,66
30598,Barbara,86,73,83,93
30599,Lindsay,96,91,97,84
30600,Gary,91,88,98,89
30601,Michelle,85,62,77,62
30602,Susan,87,91,93,92
30603,Tammy,60,91,85,67
30604,Jennifer,76,85,67,60
30605,Kelly,84,89,74,79
30606,Brittany,87,94,74,84
30607,Samantha,82,79,64,75
30608,Christopher,64,61,73,70
30609,William,77,80,88,84
30610,Courtney,86,82,90,69
30611,Kevin,81,84,76,88
30612,Melissa,91,90,92,78
30613,Elizabeth,72,99,61,67
30614,Mary,80,70,80,96
30615,Joshua,90,89,98,70
30616,Joshua,72,51,52,98
30617,Travis,93,85,89,93
30618,Kenneth,95,85,90,94
30619,Ryan,86,93,89,90
30620,Gina,89,55,89,67
30621,David,90,75,67,85
30622,William,79,95,81,67
30623,Judy,86,88,98,66
30624,Logan,83,78,68,72
30625,Kyle,85,92,62,95
30626,Mark,66,78,86,87
30627,Eugene,93,80,60,62
30628,Sean,65,89,79,95
30629,Christine,52,66,98,83
30630,Melinda,90,80,84,70
30631,Elizabeth,83,89,99,100
30632,Walter,62,89,72,68
30633,Lisa,98,72,99,84
30634,Douglas,76,75,74,67
30635,Heather,97,62,98,70
30636,Melinda,63,60,95,99
30637,Alexander,98,99,64,88
30638,Maria,78,84,84,61
30639,Lindsey,85,77,89,77
30640,Darryl,59,100,84,93
30641,Bethany,99,77,88,60
30642,Tyler,76,62,86,80
30643,Patricia,80,90,85,89
30644,Ryan,82,74,92,50
30645,Levi,89,64,72,61
30646,Michael,89,79,75,80
30647,April,86,89,94,95
30648,Steven,65,76,92,86
30649,Chelsea,77,95,77,84
30650,Emily,88,85,68,62
30651,Rachel,98,77,94,87
30652,Philip,84,86,90,80
30653,Laura,91,85,66,83
30654,Pamela,97,95,94,90
30655,Nicole,77,88,63,87
30656,Jeffery,100,84,93,96
30657,Christopher,93,70,62,99
30658,Tara,93,99,79,78
30659,Lisa,94,89,74,75
30660,Elizabeth,88,86,79,93
30661,Samuel,93,95,94,70
30662,Xavier,83,75,84,68
30663,Lauren,96,93,100,96
30664,Amanda,87,88,93,88
30665,Donald,95,82,84,69
30666,Phillip,87,87,86,84
30667,John,43,95,64,95
30668,Katherine,40,100,88,79
30669,Jose,64,70,98,82
30670,Lauren,72,79,95,68
30671,Katie,77,96,86,84
30672,Michelle,40,86,53,63
30673,Jeremiah,100,89,90,96
30674,Isaac,89,93,95,88
30675,Hannah,97,74,76,72
30676,Thomas,100,77,74,61
30677,William,81,88,85,89
30678,Jennifer,100,91,53,78
30679,Jeffrey,80,65,96,73
30680,Zachary,79,88,83,84
30681,Curtis,96,64,100,87
30682,Allison,95,81,91,62
30683,Jeffery,86,68,65,64
30684,Kenneth,86,97,72,90
30685,Hayley,87,68,66,83
30686,Vanessa,94,87,100,90
30687,Tara,88,71,87,85
30688,Aaron,88,69,76,64
30689,Phillip,76,61,68,88
30690,Michael,84,66,99,80
30691,Alex,96,77,91,85
30692,Ross,57,75,64,85
30693,Lisa,93,79,82,67
30694,Richard,88,84,61,61
30695,Jackson,89,99,86,97
30696,Michael,80,88,94,94
30697,Daniel,94,92,61,87
30698,James,99,74,98,69
30699,Dennis,81,72,87,62
30700,Gregory,91,61,95,82
30701,Barbara,71,100,99,95
30702,Andrea,61,66,78,79
30703,Robert,87,89,60,66
30704,Autumn,93,69,79,78
30705,Richard,92,88,87,98
30706,Anthony,96,87,99,65
30707,Julian,83,75,77,61
30708,Melinda,78,84,79,96
30709,James,82,74,84,74
30710,Alejandra,94,91,68,61
30711,Susan,93,73,97,89
30712,Sharon,80,95,98,95
30713,Leah,55,99,71,94
30714,Maria,94,71,83,76
30715,Kelly,72,72,85,90
30716,Michael,98,89,75,68
30717,Alyssa,71,98,66,65
30718,Kelly,99,95,89,90
30719,Ryan,97,67,86,95
30720,Maria,85,64,99,93
30721,Mark,100,88,98,90
30722,William,89,63,73,83
30723,Jake,76,87,63,92
30724,Theresa,100,68,80,75
30725,Ashley,77,99,99,76
30726,Ann,85,86,84,81
30727,Curtis,70,83,63,86
30728,Debra,76,83,90,68
30729,Linda,75,82,89,65
30730,Justin,97,65,96,87
30731,Jose,72,81,61,73
30732,Larry,84,69,68,92
30733,Austin,84,94,65,74
30734,Michael,94,87,99,99
30735,Beth,80,91,100,87
30736,Tracie,87,98,79,87
30737,Brandi,93,94,87,92
30738,Carla,87,69,96,61
30739,Thomas,64,51,70,94
30740,Nicholas,96,73,91,71
30741,Breanna,97,62,93,80
30742,Angie,62,79,75,65
30743,William,97,79,96,94
30744,Joshua,85,100,90,93
30745,Thomas,68,95,66,65
30746,Sarah,45,68,99,91
30747,Jeffery,86,79,86,73
30748,Ashley,97,94,73,98
30749,Adam,93,67,65,61
30750,David,85,93,75,72
30751,Angela,88,88,98,92
30752,Eric,100,67,98,71
30753,Angel,93,74,88,92
30754,Lisa,70,63,73,97
30755,Nicole,82,67,94,88
30756,Annette,41,76,94,93
30757,Ian,94,74,74,89
30758,Kari,67,69,75,94
30759,Mary,89,75,64,81
30760,Raymond,82,82,100,93
30761,Christopher,96,79,93,92
30762,Jacqueline,94,84,84,89
30763,Jesse,84,65,83,99
30764,Teresa,87,98,97,70
30765,Michael,90,93,66,77
30766,April,86,81,91,83
30767,Troy,48,72,64,65
30768,Martha,49,59,99,59
30769,William,90,83,72,77
30770,Cheryl,40,51,93,100
30771,Diane,78,81,71,91
30772,Brian,87,68,75,96
30773,Heather,79,81,68,70
30774,Pamela,100,100,94,83
30775,Betty,71,72,65,65
30776,Heather,77,64,69,60
30777,Ebony,83,84,96,96
30778,Sean,96,79,80,71
30779,Todd,91,96,100,95
30780,Julia,71,69,95,83
30781,Mary,84,80,75,63
30782,Jimmy,91,61,61,85
30783,Henry,59,65,72,60
30784,Peter,89,90,91,95
30785,Robert,81,92,68,93
30786,Matthew,77,84,86,97
30787,Tyler,72,58,73,57
30788,Brittney,91,63,78,93
30789,Tracy,88,100,94,91
30790,Gregory,94,88,99,92
30791,Caroline,67,72,98,65
30792,Kelly,88,86,82,89
30793,Stacey,67,67,62,80
30794,Craig,95,87,96,97
30795,Earl,96,91,78,94
30796,Lisa,87,99,99,100
30797,Michael,85,88,85,92
30798,Jerry,88,85,100,68
30799,Matthew,94,68,72,99
30800,Mary,67,100,77,85
30801,Jessica,92,63,99,77
30802,Tiffany,76,75,60,77
30803,Mary,86,75,96,62
30804,Maria,94,94,86,62
30805,Erin,100,85,62,62
30806,Kendra,74,84,71,93
30807,Anthony,99,98,70,73
30808,Molly,66,97,72,98
30809,Brianna,99,96,100,95
30810,John,97,76,99,85
30811,Steven,81,71,76,95
30812,Tina,95,88,62,85
30813,Luis,55,69,53,75
30814,Jeffrey,50,62,97,90
30815,Jeffrey,98,84,90,83
30816,Jennifer,88,67,71,85
30817,Judy,87,99,92,85
30818,Henry,73,74,94,76
30819,Steven,46,71,60,50
30820,Rebecca,88,82,90,94
30821,James,95,62,68,64
30822,Heather,73,71,60,70
30823,Alexis,70,88,100,91
30824,Ryan,84,100,99,94
30825,Brent,88,60,87,90
30826,Thomas,66,65,82,96
30827,Kevin,46,54,93,57
30828,Patrick,71,92,60,73
30829,Christopher,76,77,99,87
30830,Cassandra,78,95,66,70
30831,Christian,100,54,70,58
30832,Brittany,73,97,87,93
30833,James,96,63,85,77
30834,Alexander,82,84,93,70
30835,Andrew,81,91,71,79
30836,Bobby,97,80,67,71
30837,Mary,92,65,95,60
30838,Andrew,81,77,92,97
30839,Melanie,99,69,71,84
30840,Randy,97,100,87,90
30841,David,80,87,94,68
30842,Jennifer,88,62,91,83
30843,Shannon,95,72,99,67
30844,Stephanie,90,81,69,70
30845,Keith,77,89,50,82
30846,Robert,82,69,91,95
30847,Matthew,90,74,88,97
30848,Heather,94,90,81,82
30849,Lee,87,84,76,87
30850,Jessica,86,66,88,98
30851,Holly,84,85,83,69
30852,James,86,63,85,64
30853,William,70,66,98,96
30854,Lisa,87,94,72,93
30855,Kevin,47,78,75,62
30856,Benjamin,96,63,77,93
30857,Sarah,54,93,96,59
30858,Elizabeth,59,100,64,68
30859,Deborah,92,99,93,82
30860,Michael,100,62,78,74
30861,Brian,92,81,84,84
30862,Anthony,75,66,91,73
30863,Melinda,93,74,63,97
30864,Andre,100,96,67,63
30865,Vanessa,80,84,67,96
30866,Stephanie,100,92,66,96
30867,Timothy,52,65,74,71
30868,Carol,95,69,91,67
30869,Justin,100,67,100,65
30870,George,96,73,90,84
30871,Ashley,60,67,94,74
30872,Patricia,51,98,90,54
30873,David,85,100,93,64
30874,Cody,76,86,68,83
30875,Joseph,92,63,87,92
30876,Adam,90,89,95,73
30877,Brian,73,53,68,60
30878,Melissa,90,89,92,93
30879,Lori,87,87,86,91
30880,Jessica,93,96,70,92
30881,Sharon,75,91,68,86
30882,Nicole,96,100,99,82
30883,Alison,63,75,68,63
30884,Alexander,85,90,89,98
30885,Bryan,93,61,65,77
30886,Nicole,60,92,82,65
30887,Christopher,95,91,63,83
30888,Lawrence,61,73,76,51
30889,Rebecca,97,81,65,70
30890,John,90,64,91,93
30891,Sandra,90,100,80,66
30892,Andrew,85,74,68,68
30893,Elizabeth,82,87,98,73
30894,Scott,95,88,66,72
30895,Joseph,95,96,66,68
